,T,conversion,revenue,pre_exp_revenue,num_actions,trigger_dates,currency,country_of_origin,segment_1,segment_2,segment_3
7268,1,0,0.0,245.00492693487615,0,2022-01-04 17:53:00,GBP,US,Old,Usual,10- transfers
7269,1,1,500.415481209123,169.54435560875277,5,2022-01-21 23:24:00,EUR,USD,New,Usual,10- transfers
7270,1,0,0.0,1135.78748470852,0,2022-01-21 19:30:00,EUR,USD,New,Rare,10- transfers
7271,0,0,0.0,970.4886576308553,0,2022-01-08 20:45:00,EUR,US,Old,Usual,10+ transfers
7272,0,0,0.0,462.86132335134465,0,2022-01-09 23:45:00,GBP,US,Old,Active,10- transfers
7273,2,1,354.3311551694213,1217.770351274709,5,2022-01-20 07:25:00,EUR,UK,Old,Active,10+ transfers
7274,1,0,0.0,229.1655954066562,0,2022-01-11 06:02:00,EUR,US,Old,Active,10+ transfers
7275,2,0,0.0,783.0500532091982,0,2022-01-07 09:19:00,GBP,USD,Old,Active,10- transfers
7276,1,1,504.5627615734161,1431.8857976476882,7,2022-01-13 06:40:00,EUR,USD,New,Rare,10- transfers
7277,0,0,0.0,1031.231149418588,0,2022-01-17 06:33:00,GBP,USD,New,Rare,10+ transfers
7278,2,1,147.08537286997495,397.37465180440023,9,2022-01-04 07:34:00,GBP,UK,Old,Rare,10- transfers
7279,1,1,3150.9152382401044,219.51259959688701,4,2022-01-19 13:33:00,GBP,US,New,Rare,10- transfers
7280,2,1,137.88251831041885,243.70754093310777,4,2022-01-13 04:53:00,EUR,UK,Old,Rare,10- transfers
7281,0,1,75.41156663341926,281.1696326448814,8,2022-01-13 00:49:00,EUR,USD,Old,Active,10+ transfers
7282,2,0,0.0,383.0072761478382,0,2022-01-19 20:00:00,USD,USD,Old,Rare,10+ transfers
7283,0,1,381.7436270599845,294.80069018046424,6,2022-01-04 22:10:00,USD,US,New,Rare,10+ transfers
7284,0,0,0.0,953.3614341877654,0,2022-01-11 05:38:00,GBP,US,Old,Usual,10- transfers
7285,2,0,0.0,1193.296150204153,0,2022-01-10 13:51:00,EUR,USD,New,Usual,10+ transfers
7286,1,0,0.0,281.64720251966867,0,2022-01-19 10:16:00,USD,US,New,Rare,10- transfers
7287,1,0,0.0,1426.577179960985,0,2022-01-20 05:04:00,GBP,US,Old,Rare,10- transfers
7288,2,0,0.0,785.2975620910095,0,2022-01-06 11:25:00,EUR,UK,Old,Rare,10- transfers
7289,1,1,420.41675915045147,859.1930305693088,6,2022-01-21 08:02:00,GBP,US,New,Rare,10- transfers
7290,1,0,0.0,1226.2799173401706,0,2022-01-07 05:35:00,USD,US,Old,Rare,10- transfers
7291,2,0,0.0,988.1261451683412,0,2022-01-20 22:46:00,EUR,US,Old,Active,10+ transfers
7292,0,0,0.0,424.66871652820043,0,2022-01-17 04:52:00,EUR,USD,New,Active,10+ transfers
7293,0,0,0.0,2385.165773083044,0,2022-01-18 16:37:00,GBP,US,Old,Rare,10+ transfers
7294,2,1,130.2786710775254,502.1921748042348,11,2022-01-11 04:02:00,GBP,UK,Old,Usual,10- transfers
7295,1,1,1355.6488869673676,417.73092918186205,10,2022-01-10 10:51:00,GBP,US,Old,Rare,10- transfers
7296,1,0,0.0,192.11986320594136,0,2022-01-16 13:31:00,EUR,USD,New,Usual,10- transfers
7297,1,0,0.0,1473.7631242052057,0,2022-01-16 05:17:00,USD,US,New,Active,10+ transfers
7298,1,1,995.6938965007295,236.9475736017288,10,2022-01-01 08:06:00,EUR,USD,Old,Active,10+ transfers
7299,1,0,0.0,166.7819210150985,0,2022-01-09 03:58:00,USD,US,New,Rare,10+ transfers
7300,1,0,0.0,140.0984283220486,0,2022-01-17 08:35:00,USD,US,Old,Usual,10- transfers
7301,2,0,0.0,34.32139464461108,0,2022-01-20 16:31:00,EUR,US,New,Rare,10- transfers
7302,0,0,0.0,558.3257258438985,0,2022-01-18 08:42:00,USD,US,New,Rare,10- transfers
7303,2,0,0.0,175.42169551144445,0,2022-01-20 05:39:00,EUR,UK,Old,Usual,10- transfers
7304,2,1,219.210342952264,397.6562112774648,9,2022-01-08 15:05:00,GBP,UK,New,Rare,10+ transfers
7305,2,0,0.0,288.6384254527261,0,2022-01-16 11:00:00,GBP,US,New,Active,10- transfers
7306,2,1,1041.2501513784407,621.7288365385516,6,2022-01-14 12:47:00,EUR,US,New,Rare,10+ transfers
7307,0,0,0.0,412.9315595175936,0,2022-01-20 15:30:00,GBP,UK,Old,Usual,10+ transfers
7308,1,0,0.0,678.9380199603629,0,2022-01-19 14:04:00,EUR,US,Old,Usual,10+ transfers
7309,0,0,0.0,1968.850203419333,0,2022-01-21 16:52:00,GBP,USD,New,Usual,10- transfers
7310,1,0,0.0,265.0391400053213,0,2022-01-17 21:44:00,USD,UK,New,Usual,10- transfers
7311,0,0,0.0,175.29791121453297,0,2022-01-05 03:17:00,EUR,US,Old,Rare,10+ transfers
7312,2,0,0.0,421.26293981845276,0,2022-01-14 21:53:00,EUR,USD,New,Active,10- transfers
7313,0,0,0.0,885.6891037105819,0,2022-01-07 05:48:00,EUR,UK,New,Active,10+ transfers
7314,1,1,1146.3218612380415,913.0411316462727,3,2022-01-12 15:34:00,GBP,USD,Old,Rare,10+ transfers
7315,1,1,396.02053000368693,108.63488975999316,6,2022-01-05 16:11:00,USD,USD,Old,Rare,10- transfers
7316,0,0,0.0,249.10794956415492,0,2022-01-17 07:15:00,GBP,US,New,Rare,10+ transfers
7317,1,0,0.0,272.3979754733861,0,2022-01-06 22:46:00,GBP,US,New,Rare,10- transfers
7318,1,1,677.7956471669411,507.7818840966563,3,2022-01-15 16:14:00,GBP,UK,Old,Rare,10- transfers
7319,1,1,505.71283145256325,557.8351058675829,9,2022-01-07 00:45:00,EUR,US,New,Rare,10- transfers
7320,0,0,0.0,121.52670023376037,0,2022-01-10 20:16:00,GBP,UK,Old,Active,10- transfers
7321,0,0,0.0,510.2949106282543,0,2022-01-16 16:07:00,EUR,USD,Old,Active,10+ transfers
7322,1,0,0.0,655.1115726552833,0,2022-01-02 03:39:00,USD,US,Old,Active,10+ transfers
7323,2,1,194.71760672934926,421.4314965007605,6,2022-01-17 17:56:00,USD,US,New,Active,10- transfers
7324,1,1,271.9135333552904,118.30972436915513,7,2022-01-10 19:25:00,EUR,US,New,Usual,10+ transfers
7325,2,0,0.0,152.97504385564955,0,2022-01-11 05:19:00,EUR,UK,Old,Active,10- transfers
7326,2,0,0.0,517.8311535675085,0,2022-01-18 15:21:00,GBP,USD,New,Active,10+ transfers
7327,0,0,0.0,83.5755907766102,0,2022-01-05 11:51:00,USD,USD,New,Usual,10+ transfers
7328,1,1,438.9552757260882,229.1989226613834,9,2022-01-20 01:46:00,GBP,UK,New,Usual,10+ transfers
7329,0,1,197.62570763309182,1517.5035788572468,8,2022-01-15 00:18:00,GBP,US,New,Rare,10- transfers
7330,0,1,318.79591682389554,232.06973307902484,5,2022-01-15 16:52:00,EUR,UK,Old,Rare,10+ transfers
7331,0,1,126.73435995603728,150.69804291688746,12,2022-01-20 22:56:00,USD,UK,Old,Usual,10+ transfers
7332,2,1,295.17507003526356,441.47330996893703,10,2022-01-11 12:54:00,GBP,US,Old,Active,10+ transfers
7333,1,1,2240.8666309317678,1934.3827167520228,7,2022-01-02 00:01:00,EUR,UK,New,Rare,10- transfers
7334,2,1,126.68172366526306,1089.877431733932,10,2022-01-02 14:38:00,GBP,US,New,Usual,10+ transfers
7335,0,0,0.0,3437.6361674426607,0,2022-01-03 13:27:00,EUR,USD,New,Usual,10- transfers
7336,1,0,0.0,694.3791723834811,0,2022-01-18 20:54:00,USD,USD,Old,Usual,10+ transfers
7337,0,0,0.0,514.391216073341,0,2022-01-03 18:40:00,USD,UK,Old,Active,10+ transfers
7338,2,1,66.22318527623021,271.4277707866533,10,2022-01-02 15:29:00,USD,UK,New,Active,10- transfers
7339,1,0,0.0,216.69518412111702,0,2022-01-18 12:22:00,EUR,US,Old,Usual,10+ transfers
7340,2,0,0.0,1732.2435651754402,0,2022-01-16 20:55:00,GBP,USD,Old,Rare,10+ transfers
7341,1,1,120.58600051509535,758.3678363909394,12,2022-01-10 07:49:00,EUR,USD,Old,Rare,10- transfers
7342,2,0,0.0,792.6234954600673,0,2022-01-13 21:45:00,EUR,USD,New,Usual,10+ transfers
7343,0,0,0.0,2999.263540692829,0,2022-01-08 20:48:00,USD,UK,New,Usual,10+ transfers
7344,2,1,541.7897922464698,332.7091564194941,9,2022-01-21 21:45:00,EUR,US,New,Active,10+ transfers
7345,0,1,1108.6837960742444,2245.2965231722674,11,2022-01-18 21:31:00,EUR,US,Old,Active,10- transfers
7346,1,1,420.12493739825027,527.3468815623797,9,2022-01-13 12:31:00,USD,US,Old,Active,10- transfers
7347,1,0,0.0,634.164208598048,0,2022-01-11 12:05:00,GBP,USD,Old,Active,10- transfers
7348,1,0,0.0,220.77824319428467,0,2022-01-16 18:05:00,USD,USD,New,Active,10- transfers
7349,0,0,0.0,397.1736767776526,0,2022-01-09 09:57:00,USD,UK,Old,Rare,10- transfers
7350,2,0,0.0,223.896349055186,0,2022-01-13 17:56:00,USD,US,New,Rare,10+ transfers
7351,1,1,482.3551915133481,1085.095302345849,16,2022-01-11 09:07:00,GBP,US,New,Active,10- transfers
7352,0,0,0.0,238.3511073690084,0,2022-01-04 08:12:00,GBP,USD,New,Rare,10- transfers
7353,1,1,74.90572986748505,266.3307877618145,11,2022-01-15 21:28:00,USD,US,New,Active,10- transfers
7354,1,1,70.34723452166035,132.6379349826719,10,2022-01-08 03:27:00,EUR,US,New,Active,10+ transfers
7355,1,1,290.03878699597357,550.6106363805233,11,2022-01-01 12:26:00,USD,USD,Old,Rare,10+ transfers
7356,2,0,0.0,395.1498721137534,0,2022-01-04 01:19:00,USD,UK,New,Usual,10+ transfers
7357,2,0,0.0,299.42202762187924,0,2022-01-04 11:40:00,USD,UK,New,Usual,10+ transfers
7358,0,1,125.50744452328111,1928.282825617362,9,2022-01-15 05:55:00,USD,USD,New,Active,10- transfers
7359,2,1,471.3886225299595,1168.7706843362,4,2022-01-15 20:00:00,USD,UK,New,Usual,10- transfers
7360,1,1,1353.2055319293204,141.08781412145012,5,2022-01-18 21:06:00,USD,US,New,Active,10+ transfers
7361,0,0,0.0,504.70330970059126,0,2022-01-21 00:48:00,EUR,US,Old,Active,10- transfers
7362,0,1,1642.7321712587477,203.71612188244458,10,2022-01-21 01:26:00,USD,UK,Old,Rare,10- transfers
7363,1,0,0.0,2454.258174200974,0,2022-01-09 22:50:00,USD,UK,Old,Rare,10- transfers
7364,0,1,714.9079148720674,190.78164684610255,4,2022-01-13 03:28:00,GBP,US,New,Usual,10+ transfers
7365,1,1,137.8971740296622,140.18736265733324,5,2022-01-03 13:19:00,GBP,UK,Old,Active,10- transfers
7366,1,0,0.0,267.1975368772936,0,2022-01-01 04:36:00,EUR,USD,New,Active,10+ transfers
7367,1,0,0.0,608.5178094336358,0,2022-01-07 20:43:00,GBP,UK,Old,Usual,10- transfers
7368,1,1,943.2929121713581,952.833779148145,4,2022-01-01 13:31:00,GBP,USD,New,Rare,10+ transfers
7369,2,0,0.0,402.8857925184486,0,2022-01-03 19:28:00,EUR,US,New,Active,10- transfers
7370,0,0,0.0,578.7578141146679,0,2022-01-05 03:59:00,USD,UK,Old,Usual,10+ transfers
7371,1,1,872.2697348821805,171.05766236547007,9,2022-01-18 18:59:00,GBP,USD,Old,Active,10+ transfers
7372,2,0,0.0,1033.4157343742756,0,2022-01-21 06:39:00,USD,US,Old,Usual,10+ transfers
7373,2,0,0.0,102.81515587510353,0,2022-01-03 07:20:00,GBP,USD,Old,Rare,10+ transfers
7374,0,1,294.55403474094277,311.91347963036065,9,2022-01-12 04:08:00,EUR,US,Old,Rare,10- transfers
7375,1,1,1103.9335259081554,370.5546943195643,9,2022-01-09 04:25:00,EUR,UK,Old,Usual,10- transfers
7376,0,1,407.91155354219904,75.07208986530875,5,2022-01-09 21:47:00,USD,US,Old,Active,10+ transfers
7377,0,0,0.0,159.2790855221145,0,2022-01-06 00:00:00,GBP,UK,New,Active,10+ transfers
7378,2,0,0.0,294.41279840744926,0,2022-01-19 01:52:00,EUR,USD,New,Active,10+ transfers
7379,1,0,0.0,433.24297802483335,0,2022-01-03 07:14:00,USD,US,New,Rare,10- transfers
7380,2,0,0.0,347.6304514815765,0,2022-01-21 18:24:00,EUR,USD,Old,Active,10+ transfers
7381,2,0,0.0,383.1857247863582,0,2022-01-02 07:54:00,EUR,US,New,Rare,10- transfers
7382,2,1,94.89560142612756,471.13089088207465,8,2022-01-04 21:26:00,GBP,UK,Old,Active,10- transfers
7383,0,0,0.0,130.6358973955371,0,2022-01-04 05:19:00,GBP,UK,Old,Usual,10- transfers
7384,0,0,0.0,316.8351061386586,0,2022-01-16 21:00:00,USD,US,Old,Rare,10+ transfers
7385,1,1,129.89829198836856,874.0184429737526,11,2022-01-01 11:43:00,USD,USD,New,Usual,10- transfers
7386,0,0,0.0,335.59119223752515,0,2022-01-19 10:54:00,EUR,UK,Old,Rare,10- transfers
7387,2,1,647.7232576451418,561.061229821362,9,2022-01-11 01:27:00,EUR,USD,New,Active,10- transfers
7388,0,0,0.0,181.5423181971086,0,2022-01-10 01:08:00,USD,US,Old,Active,10- transfers
7389,1,0,0.0,423.2654204332401,0,2022-01-02 04:35:00,GBP,USD,New,Rare,10- transfers
7390,2,1,439.681971668354,300.76170547423294,2,2022-01-14 17:23:00,EUR,US,New,Rare,10+ transfers
7391,0,0,0.0,195.42711830354475,0,2022-01-13 19:02:00,EUR,US,Old,Usual,10+ transfers
7392,2,1,426.001764600159,475.10516403656106,3,2022-01-04 18:19:00,GBP,USD,New,Usual,10+ transfers
7393,2,1,573.0769307916477,2209.806673908204,8,2022-01-20 12:24:00,GBP,US,New,Usual,10+ transfers
7394,0,0,0.0,1074.129729688958,0,2022-01-04 13:38:00,EUR,UK,New,Rare,10+ transfers
7395,0,0,0.0,54.32189082641716,0,2022-01-01 18:08:00,EUR,UK,Old,Rare,10- transfers
7396,2,0,0.0,701.4160561987,0,2022-01-01 11:09:00,EUR,US,New,Usual,10+ transfers
7397,0,0,0.0,403.4778414076799,0,2022-01-02 02:27:00,GBP,US,New,Active,10+ transfers
7398,1,1,385.5971965216895,369.36806535650373,12,2022-01-06 12:46:00,USD,UK,New,Rare,10+ transfers
7399,0,1,93.35797865920321,263.2560096105196,12,2022-01-07 09:11:00,EUR,USD,New,Active,10+ transfers
7400,1,0,0.0,322.8959948107736,0,2022-01-04 09:23:00,EUR,UK,Old,Active,10- transfers
7401,0,0,0.0,155.1103079174239,0,2022-01-19 14:43:00,USD,US,Old,Usual,10- transfers
7402,0,1,386.066739133625,512.9917873663629,7,2022-01-04 13:17:00,USD,US,New,Usual,10- transfers
7403,1,0,0.0,522.7719933285628,0,2022-01-11 00:59:00,GBP,UK,Old,Rare,10- transfers
7404,1,1,130.18429145562314,199.7561073346095,7,2022-01-01 04:02:00,EUR,US,New,Rare,10+ transfers
7405,0,1,659.4356905386508,125.45568898533837,8,2022-01-14 02:51:00,USD,UK,Old,Rare,10- transfers
7406,2,1,479.19364605097564,684.6076616276774,8,2022-01-07 14:03:00,GBP,US,New,Rare,10+ transfers
7407,1,0,0.0,274.48590166386515,0,2022-01-20 12:05:00,GBP,US,New,Rare,10+ transfers
7408,0,1,749.0088996011946,857.9914286388464,7,2022-01-14 07:27:00,USD,USD,New,Usual,10- transfers
7409,0,0,0.0,844.4420099431902,0,2022-01-18 23:37:00,GBP,UK,New,Active,10- transfers
7410,0,1,329.46374523670147,864.0101175813418,13,2022-01-21 23:13:00,USD,UK,New,Rare,10+ transfers
7411,0,1,87.95617804904595,529.955002006893,8,2022-01-17 02:50:00,GBP,US,Old,Active,10- transfers
7412,2,1,753.344032848978,842.2473171342019,13,2022-01-15 15:33:00,EUR,USD,Old,Active,10- transfers
7413,1,0,0.0,528.6127317474571,0,2022-01-09 17:03:00,EUR,USD,Old,Usual,10+ transfers
7414,1,1,226.1678171375835,80.00334082055896,9,2022-01-18 01:45:00,USD,US,Old,Rare,10+ transfers
7415,1,1,446.83010908661555,516.0523045892744,6,2022-01-08 01:00:00,EUR,US,New,Rare,10- transfers
7416,1,1,266.37173977187564,335.6501213765213,12,2022-01-20 19:31:00,USD,USD,New,Active,10+ transfers
7417,0,0,0.0,153.28725936002718,0,2022-01-16 04:11:00,USD,US,Old,Rare,10+ transfers
7418,1,1,1072.598767395377,1064.462568315452,7,2022-01-17 18:06:00,GBP,USD,New,Active,10+ transfers
7419,2,0,0.0,1384.9894810902958,0,2022-01-02 12:47:00,EUR,USD,Old,Active,10+ transfers
7420,1,0,0.0,81.6907498570562,0,2022-01-10 18:10:00,USD,UK,Old,Active,10- transfers
7421,0,1,652.7712056444936,16.167382696423168,9,2022-01-19 22:17:00,EUR,USD,New,Usual,10- transfers
7422,2,0,0.0,80.07414296026727,0,2022-01-18 17:52:00,USD,UK,Old,Active,10- transfers
7423,1,0,0.0,430.41313090814225,0,2022-01-14 22:14:00,EUR,US,Old,Rare,10- transfers
7424,2,1,239.02756969349176,305.05763547434634,6,2022-01-19 00:39:00,USD,UK,New,Rare,10- transfers
7425,0,1,389.16512072287395,949.0623195296403,7,2022-01-11 18:21:00,EUR,USD,New,Active,10- transfers
7426,0,0,0.0,443.0966135045732,0,2022-01-11 15:21:00,USD,USD,Old,Active,10- transfers
7427,0,0,0.0,487.1991736840573,0,2022-01-02 10:13:00,USD,USD,New,Usual,10+ transfers
7428,0,0,0.0,477.7563395685536,0,2022-01-04 08:11:00,EUR,UK,Old,Usual,10+ transfers
7429,2,1,105.00860182147527,239.828415560194,6,2022-01-06 01:39:00,USD,UK,Old,Active,10+ transfers
7430,0,0,0.0,22.125475846348206,0,2022-01-04 22:07:00,USD,USD,New,Active,10+ transfers
7431,0,1,1369.9341274666092,618.0155344477957,5,2022-01-03 15:44:00,USD,USD,New,Rare,10+ transfers
7432,1,0,0.0,325.0295676993831,0,2022-01-17 03:50:00,EUR,USD,Old,Active,10+ transfers
7433,0,0,0.0,416.97481126605686,0,2022-01-07 09:45:00,USD,USD,Old,Active,10- transfers
7434,2,1,325.9643744400078,167.90234326826132,9,2022-01-14 15:25:00,USD,UK,Old,Rare,10+ transfers
7435,1,0,0.0,143.41291595144446,0,2022-01-04 15:33:00,EUR,US,Old,Rare,10- transfers
7436,2,0,0.0,59.15719957768732,0,2022-01-17 20:49:00,USD,USD,Old,Rare,10- transfers
7437,1,0,0.0,752.8744112502759,0,2022-01-14 00:48:00,GBP,UK,New,Active,10- transfers
7438,1,1,218.1805833880993,566.7904421734017,11,2022-01-10 18:45:00,USD,US,New,Usual,10- transfers
7439,2,1,217.8545136398392,214.61257609013046,9,2022-01-19 13:40:00,GBP,UK,Old,Active,10- transfers
7440,1,0,0.0,452.8583259189177,0,2022-01-10 18:25:00,USD,US,New,Rare,10+ transfers
7441,1,1,1636.4815924592629,325.0192767929073,8,2022-01-18 18:17:00,EUR,USD,Old,Active,10- transfers
7442,2,0,0.0,107.97948839689262,0,2022-01-11 01:37:00,GBP,USD,Old,Usual,10+ transfers
7443,1,1,264.21818449692466,513.317670282393,8,2022-01-01 19:29:00,EUR,UK,New,Usual,10- transfers
7444,0,0,0.0,342.4173485223395,0,2022-01-18 21:57:00,EUR,USD,New,Rare,10+ transfers
7445,1,1,1902.243366839131,596.0393771169347,8,2022-01-05 09:35:00,USD,US,New,Rare,10+ transfers
7446,0,0,0.0,498.5128326114718,0,2022-01-17 18:38:00,USD,UK,New,Usual,10+ transfers
7447,2,1,516.8379675057637,173.70265762435048,8,2022-01-10 08:49:00,GBP,USD,New,Active,10- transfers
7448,0,0,0.0,710.4318644263499,0,2022-01-19 14:25:00,USD,US,New,Usual,10+ transfers
7449,2,0,0.0,257.02337605127246,0,2022-01-12 23:54:00,EUR,USD,New,Rare,10+ transfers
7450,0,0,0.0,367.07372045824536,0,2022-01-02 01:40:00,USD,US,Old,Active,10- transfers
7451,1,1,798.2855437595395,291.0873629191112,8,2022-01-21 08:30:00,GBP,USD,New,Usual,10+ transfers
7452,0,0,0.0,691.4646474706693,0,2022-01-08 03:07:00,USD,UK,New,Active,10+ transfers
7453,1,0,0.0,358.88535890193486,0,2022-01-02 03:17:00,GBP,USD,New,Active,10+ transfers
7454,0,0,0.0,206.2624830022203,0,2022-01-04 19:49:00,GBP,USD,Old,Rare,10- transfers
7455,0,1,138.62280585620326,488.6673723458524,13,2022-01-18 18:25:00,GBP,USD,Old,Rare,10- transfers
7456,2,1,350.63264104693326,81.30047583280452,5,2022-01-21 15:20:00,GBP,UK,Old,Rare,10- transfers
7457,2,1,1430.0886200179316,557.233985130404,6,2022-01-03 04:00:00,GBP,USD,New,Active,10+ transfers
7458,0,1,234.52049695703892,1001.3934878540941,8,2022-01-13 08:55:00,EUR,USD,New,Rare,10- transfers
7459,1,0,0.0,274.8334279183314,0,2022-01-09 08:47:00,EUR,US,New,Active,10- transfers
7460,2,1,578.350054299198,808.0206935351141,5,2022-01-05 00:12:00,USD,US,Old,Usual,10- transfers
7461,1,0,0.0,396.8717838376623,0,2022-01-12 15:10:00,USD,UK,Old,Rare,10- transfers
7462,2,0,0.0,568.1987583681563,0,2022-01-13 13:59:00,EUR,US,Old,Usual,10- transfers
7463,2,0,0.0,454.8316542007795,0,2022-01-20 15:15:00,USD,UK,Old,Usual,10+ transfers
7464,1,0,0.0,416.70462987140894,0,2022-01-15 18:02:00,USD,US,New,Active,10- transfers
7465,1,0,0.0,962.3052627411687,0,2022-01-05 23:57:00,USD,UK,New,Usual,10+ transfers
7466,1,0,0.0,567.0175447136407,0,2022-01-07 13:11:00,EUR,UK,Old,Usual,10- transfers
7467,2,0,0.0,769.2186283177995,0,2022-01-18 00:25:00,GBP,USD,New,Rare,10- transfers
7468,0,1,417.8109060832279,98.45104103923795,9,2022-01-13 03:13:00,GBP,UK,Old,Usual,10+ transfers
7469,2,1,244.15161784282353,439.2563018490892,6,2022-01-02 10:37:00,EUR,UK,Old,Active,10- transfers
7470,2,1,151.16173600179454,1045.4917671354754,5,2022-01-11 18:26:00,EUR,UK,New,Usual,10- transfers
7471,1,0,0.0,673.5270239870089,0,2022-01-20 02:35:00,GBP,USD,New,Rare,10+ transfers
7472,2,1,1130.0423347860033,298.5893097123783,5,2022-01-21 01:00:00,EUR,US,Old,Active,10- transfers
7473,1,1,668.6870240736374,643.3013927337149,7,2022-01-06 23:32:00,GBP,USD,Old,Active,10+ transfers
7474,1,0,0.0,46.94121089199053,0,2022-01-02 18:28:00,EUR,USD,New,Rare,10- transfers
7475,0,1,126.80378140431158,541.8919099439457,7,2022-01-08 04:27:00,USD,USD,New,Usual,10+ transfers
7476,0,1,170.84990029603168,122.81336102941766,8,2022-01-03 13:25:00,EUR,USD,New,Usual,10+ transfers
7477,2,0,0.0,3514.9899424215837,0,2022-01-07 06:36:00,USD,UK,New,Active,10- transfers
7478,0,1,813.084275450722,631.4561832853274,10,2022-01-19 10:33:00,GBP,US,New,Usual,10- transfers
7479,1,0,0.0,43.54356346866901,0,2022-01-01 00:17:00,EUR,USD,Old,Active,10- transfers
7480,0,0,0.0,94.16072519822735,0,2022-01-18 04:30:00,USD,US,New,Rare,10- transfers
7481,1,1,2654.0161262337224,574.8785130037901,8,2022-01-10 12:02:00,EUR,US,Old,Rare,10+ transfers
7482,0,1,956.4529468985864,54.917972420047754,6,2022-01-09 06:21:00,EUR,UK,Old,Active,10+ transfers
7483,2,1,614.6398417588478,194.95338065787496,9,2022-01-13 03:00:00,USD,US,New,Usual,10+ transfers
7484,0,0,0.0,1462.3537913498149,0,2022-01-19 19:10:00,EUR,US,New,Usual,10- transfers
7485,0,1,186.86884456665732,121.18102227021099,10,2022-01-04 05:46:00,EUR,US,New,Usual,10- transfers
7486,1,1,670.4818161006526,353.6368033911356,3,2022-01-09 03:38:00,GBP,UK,New,Rare,10- transfers
7487,2,1,532.6651212416,240.1265164651272,11,2022-01-17 22:32:00,EUR,US,Old,Usual,10+ transfers
7488,2,0,0.0,219.6700389079215,0,2022-01-18 16:04:00,GBP,US,New,Usual,10- transfers
7489,1,0,0.0,357.0409766729631,0,2022-01-13 06:13:00,GBP,UK,New,Rare,10+ transfers
7490,0,0,0.0,271.7048835672826,0,2022-01-17 08:59:00,GBP,US,Old,Usual,10- transfers
7491,2,0,0.0,528.4429516005072,0,2022-01-05 14:01:00,GBP,USD,New,Active,10+ transfers
7492,1,0,0.0,121.72132368892217,0,2022-01-13 00:31:00,USD,USD,New,Usual,10- transfers
7493,0,0,0.0,961.0632185344074,0,2022-01-19 19:47:00,GBP,USD,New,Usual,10- transfers
7494,2,0,0.0,1135.5610210933537,0,2022-01-18 02:29:00,USD,USD,New,Active,10- transfers
7495,0,0,0.0,375.2713835675846,0,2022-01-08 01:00:00,EUR,USD,New,Active,10+ transfers
7496,1,1,388.87534048751564,95.47011662044837,7,2022-01-08 17:43:00,EUR,UK,Old,Rare,10+ transfers
7497,1,1,1316.6791013885515,900.5544454008273,4,2022-01-12 08:01:00,GBP,US,Old,Usual,10- transfers
7498,1,0,0.0,142.77931325955586,0,2022-01-21 16:37:00,GBP,USD,Old,Usual,10- transfers
7499,1,0,0.0,1598.539394894924,0,2022-01-17 20:23:00,GBP,UK,Old,Usual,10+ transfers
7500,1,0,0.0,405.12537493568135,0,2022-01-21 15:56:00,EUR,USD,New,Usual,10+ transfers
7501,0,0,0.0,178.8047676327912,0,2022-01-10 17:16:00,USD,USD,Old,Usual,10+ transfers
7502,1,1,882.2570785792163,709.1348211201599,5,2022-01-18 22:19:00,GBP,UK,Old,Active,10+ transfers
7503,0,0,0.0,186.52769112449306,0,2022-01-13 19:39:00,USD,US,New,Active,10+ transfers
7504,1,0,0.0,2180.5398257571155,0,2022-01-01 08:51:00,USD,UK,Old,Usual,10- transfers
7505,2,0,0.0,182.32703036441964,0,2022-01-05 20:20:00,EUR,USD,New,Rare,10- transfers
7506,1,1,235.7431309064717,643.8771567948139,17,2022-01-14 11:53:00,EUR,UK,New,Active,10- transfers
7507,1,1,261.91288649848406,97.92013844936753,12,2022-01-04 08:11:00,USD,US,Old,Active,10+ transfers
7508,2,1,333.23506870323155,389.8577791355396,5,2022-01-17 04:49:00,USD,USD,New,Active,10+ transfers
7509,1,0,0.0,186.93453765100185,0,2022-01-08 00:48:00,EUR,US,Old,Usual,10+ transfers
7510,1,1,45.36749545960894,220.34781641378183,10,2022-01-10 07:32:00,EUR,USD,New,Usual,10- transfers
7511,2,0,0.0,1486.9564049358116,0,2022-01-17 09:35:00,EUR,USD,New,Usual,10- transfers
7512,0,1,913.6484159313185,624.3667841794811,9,2022-01-07 23:38:00,EUR,US,New,Usual,10+ transfers
7513,1,0,0.0,159.65087961325816,0,2022-01-03 23:58:00,USD,US,New,Active,10+ transfers
7514,1,1,403.3747343191381,104.3272186016638,5,2022-01-01 06:01:00,EUR,USD,New,Rare,10+ transfers
7515,0,0,0.0,3970.11011103478,0,2022-01-07 04:36:00,EUR,USD,Old,Rare,10+ transfers
7516,2,0,0.0,468.63651441208975,0,2022-01-02 11:47:00,USD,UK,New,Usual,10+ transfers
7517,2,1,89.86830874105974,400.7453728793639,7,2022-01-12 01:48:00,EUR,US,Old,Active,10- transfers
7518,1,1,386.59092711579467,131.64185202715635,10,2022-01-15 19:06:00,GBP,US,New,Rare,10+ transfers
7519,2,0,0.0,406.0298067103513,0,2022-01-04 00:31:00,USD,UK,New,Usual,10+ transfers
7520,1,1,268.85822689406035,3155.0427244829693,13,2022-01-12 09:35:00,USD,UK,New,Usual,10+ transfers
7521,0,0,0.0,344.23900640601704,0,2022-01-02 03:42:00,EUR,USD,Old,Rare,10+ transfers
